,SMILES_NS,pIC50_erbB4,pIC50_egfr,pIC50_met,pIC50_alk,pIC50_erbB2,pIC50_ret,pIC50_ros1
177,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,7.21,7.95,,,7.08,,
178,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCF,7.11,8.19,,,,,
179,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,8.15,8.7,,,7.85,,
180,O=C(/C=C/CN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,7.37,8.7,,,7.46,,
181,O=C(C#CCCN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,8.74,9.05,,,8.7,,
182,O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,9.0,8.82,,,9.3,,
183,O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,9.0,8.89,,,9.1,,
184,O=C(C#CCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,8.37,8.77,,,8.64,,
185,O=C(C#CCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,8.21,8.51,,,7.66,,
186,O=C(C#CCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,6.64,7.51,,,6.76,,
187,O=C(C#CCO)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,8.14,8.85,,,8.68,,
188,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,7.74,6.21,,,7.14,,
189,O=C(NCCN1CCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,7.92,7.17,,,6.95,6.65,
190,O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,6.62,7.44,5.25,,7.62,,
191,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,5.12,7.68,,,,,
192,O=C(O)CCC/C=C\CC1C2CCC(O2)C1CSCCOc1ccccc1,5.19,,,,4.98,,
193,O=S(=O)(NCCc1cccc(F)c1)c1cc(-c2ccc(-c3cccs3)s2)cc(C(F)(F)F)c1,5.09,,,,4.5,,
194,OC[C@H](Nc1cnc(-c2cc(Cl)ccc2O)c(-c2ccc3cnccc3c2)c1)c1ccccc1,8.3,8.38,6.71,7.03,9.0,10.4,6.77
195,c1cnc2ccc(Nc3ncnc4ccc(-c5cnn(C6CCNCC6)c5)cc34)cc2c1,5.96,7.55,,,5.87,,
196,Brc1cc2c(NCc3ccccc3)ncnc2s1,,6.62,,,,,
197,Brc1cc2c(NCc3ccccn3)ncnc2s1,,5.1,,,,,
198,Brc1cc2c(NCc3cccs3)ncnc2s1,,5.86,,,,,
199,Brc1cc2c(NCc3ccncc3)ncnc2s1,,5.41,,,,,
200,Brc1cc2c(Nc3ccccc3)ncnc2s1,,7.1,,,,,
201,Brc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,,6.15,,,5.89,,
202,Brc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,,6.31,,,5.63,,
203,Brc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Br)cc3)C2)cc1,,5.05,,,,,
204,Brc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,,5.5,,,,,
205,Brc1ccc2c(c1)CNc1c(NCc3ccccc3)ncnc1O2,,5.22,,,,,
206,Brc1ccc2c(c1)CNc1c(Nc3ccccc3)ncnc1O2,,5.0,,,,,
207,Brc1cccc(Nc2[nH]cnc3c4ccccc4nc2-3)c1,,7.14,,,,,
208,Brc1cccc(Nc2[nH]cnc3nc4ccccc4c2-3)c1,,7.51,,,,,
209,Brc1cccc(Nc2ccnc3ccccc23)c1,,5.26,,,,,
210,Brc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,,7.34,,,,,
211,Brc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1,,7.51,,,,,
212,Brc1cccc(Nc2ncnc3c2NCc2cc(Br)ccc2O3)c1,,6.0,,,,,
213,Brc1cccc(Nc2ncnc3c2NCc2ccccc2O3)c1,,5.47,,,,,
214,Brc1cccc(Nc2ncnc3c2[nH]c2ccccc23)c1,,7.14,,,,,
215,Brc1cccc(Nc2ncnc3c2ccc2[nH]cnc23)c1,,6.57,,,,,
216,Brc1cccc(Nc2ncnc3c2oc2ccccc23)c1,,6.13,,,,,
217,Brc1cccc(Nc2ncnc3c2sc2ccccc23)c1,,8.74,,,,,
218,Brc1cccc(Nc2ncnc3c2sc2ncccc23)c1,,6.14,,,,,
219,Brc1cccc(Nc2ncnc3c2sc2ncsc23)c1,,7.4,,,,,
220,Brc1cccc(Nc2ncnc3c2sc2ncsc23)c1.CO,,7.4,,,,,
221,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,,8.27,,,,,
222,Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,,8.72,,,,,
223,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,,9.29,,,,,
224,Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,,8.49,,,,,
225,Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,,9.04,,,,,
226,Brc1cccc(Nc2ncnc3cc(NCCc4cnc[nH]4)ncc23)c1,,9.04,,,,,
227,Brc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)c1,,7.74,,,,,
228,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,,8.32,,,,,
229,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,,9.41,,,,,
230,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,,9.36,,,,,
231,Brc1cccc(Nc2ncnc3cc4[nH]nnc4cc23)c1,,8.39,,,,,
232,Brc1cccc(Nc2ncnc3cc4c(cc23)CN4)c1,,9.36,,,,,
233,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCCO4)c1,,7.07,,,,,
234,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCCSCCCO4)c1,,8.1,,,,,
235,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCO4)c1,,7.26,,,,,
236,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,,8.3,,,,,
237,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCOCOCCO4)c1,,8.3,,,,,
238,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCSCCO4)c1,,8.15,,,,,
239,Brc1cccc(Nc2ncnc3cc4c(cc23)OCO4)c1,,7.82,,,,,
240,Brc1cccc(Nc2ncnc3cc4c(cc23)Oc2ccccc2O4)c1,,6.92,,,,,
241,Brc1cccc(Nc2ncnc3cc4c(ccn4CCCN4CCOCC4)cc23)c1,,8.06,,,,,
242,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,,8.43,,,,,
243,Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN4CCOCC4)cc23)c1,,8.06,,,,,
244,Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,,8.43,,,,,
245,Brc1cccc(Nc2ncnc3cc4c[nH]nc4cc23)c1,,9.47,,,,,
246,Brc1cccc(Nc2ncnc3cc4ccccc4cc23)c1,,11.52,,,,,
247,Brc1cccc(Nc2ncnc3cc4cn[nH]c4cc23)c1,,9.47,,,,,
248,Brc1cccc(Nc2ncnc3cc4nc[nH]c4cc23)c1,,11.1,,,,,
249,Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1,,8.77,,,,,
250,Brc1cccc(Nc2ncnc3cc4ncsc4cc23)c1,,7.36,,,,,
251,Brc1cccc(Nc2ncnc3cc4nn[nH]c4cc23)c1,,8.39,,,,,
252,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,,7.19,,,,,
253,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1,,7.6,,,,,
254,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,,6.62,,,,,
255,Brc1cccc(Nc2ncnc3ccc(NCCCN4CCCCC4)cc23)c1,,9.39,,,,,
256,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCCO5)cc23)c1,,5.94,,,,,
257,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCO5)cc23)c1,,7.01,,,5.32,,
258,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCO5)cc23)c1,,5.99,,,,,
259,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCO5)cc23)c1,,6.2,,,,,
260,Brc1cccc(Nc2ncnc3ccc(NN=NCCN4CCOCC4)cc23)c1,,7.19,,,,,
261,Brc1cccc(Nc2ncnc3ccc(NN=NCc4ccccc4)cc23)c1,,7.6,,,,,
262,Brc1cccc(Nc2ncnc3ccc(NN=NCc4ccccn4)cc23)c1,,6.62,,,,,
263,Brc1cccc(Nc2ncnc3ccc4[nH]cnc4c23)c1,,7.54,,,,,
264,Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1,,8.91,,,,,
265,Brc1cccc(Nc2ncnc3ccccc23)c1,,7.57,,,,,
266,Brc1cccc(Nc2ncnc3cccnc23)c1,,7.47,,,,,
267,Brc1cccc(Nc2ncnc3ccncc23)c1,,7.46,,,,,
268,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCCN1CCOCC1,,8.26,,,,,
269,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCN1CCOCC1,,8.72,,,,,
270,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCn1ccnc1,,9.29,,,,,
271,Brc1cccc(Nc2ncnc3ccncc23)c1NCCN1CCOCC1,,8.49,,,,,
272,Brc1cccc(Nc2ncnc3ccncc23)c1NCCc1c[nH]cn1,,9.04,,,,,
273,Brc1cccc(Nc2ncnc3ccsc23)c1,,7.96,,,,,
274,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,,9.0,,,,,
275,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,,8.54,,,,,
276,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1,,8.77,,,,,
277,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,,8.64,,,,,
278,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,,9.19,,,,,
279,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,,9.09,,,,,
280,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,,9.11,,,,,
281,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,,9.6,,,,,
282,Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,,8.92,,,,,
283,Brc1cccc(Nc2ncnc3cnc(NCCc4cnc[nH]4)cc23)c1,,9.11,,,,,
284,Brc1cccc(Nc2ncnc3cnc(NCCc4cnc[nH]4)nc23)c1,,9.6,,,,,
285,Brc1cccc(Nc2ncnc3cnc(NCCn4ccnc4)nc23)c1,,8.64,,,,,
286,Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1,,8.82,,,,,
287,Brc1cccc(Nc2ncnc3cnccc23)c1,,7.29,,,,,
288,Brc1cccc(Nc2ncnc3ncccc23)c1,,6.16,,,,,
289,Brc1cccc(Nc2ncnc3sc4c(c23)CCCC4)c1,,8.59,,,,,
290,Brc1cccc(Nc2ncnc3sccc23)c1,,7.46,,,,,
291,Brc1cccc(Oc2ncnc3ccccc23)c1,,6.12,,,,,
292,C#CCCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,,7.49,,,,,
293,C#CCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,,7.06,,,,,
294,C#CCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,,8.6,,,,,
295,C#CCCCOc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1OC,,7.75,,,,,
296,C#CCCn1cc(Nc2nc(OC[C@H]3CN(C(=O)C=C)C[C@@H]3OC)c3c(Cl)c[nH]c3n2)cn1,,5.38,,,,,
297,C#CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,,6.63,,,,,
298,C#CCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,,10.52,,,,,
299,C#CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,,7.83,,,,,
300,C#CCOc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1OC,,7.59,,,,,
301,C#CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,,7.82,,,7.26,,
302,C#CCOc1cccc(Nc2ncc(C)c(Nc3cccc(NC(=O)C=C)c3)n2)c1,,7.26,,,,,
303,C#CCOc1cccc(Nc2ncc(F)c(Nc3cccc(C(=O)C=C(C)C)c3)n2)c1,,5.26,,,,,
304,C#Cc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1F,,8.4,,,,,
305,C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)ccc1F,,7.54,,,7.12,,
306,C#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,,6.9,,,,,
307,C#Cc1cccc(-n2ccc3cc(OC)cc(O)c3c2=O)c1,,5.51,,,,,
308,C#Cc1cccc(-n2ccc3cc(OC)cc(OC)c3c2=O)c1,,5.45,,,,,
309,C#Cc1cccc(N2C(=O)Nc3c(C(=O)Nc4ccc(CN5CCCC5)cc4)sc4ncnc2c34)c1,,7.59,,,,,
310,C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCC(=O)NO)c(OC)cc2O)c1,,5.95,,,,,
311,C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCC(=O)NO)ccc2O)c1,,5.48,,,,,
312,C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCC(=O)NO)ccc2OC)c1,,5.29,,,,,
313,C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCCC(=O)NO)ccc2O)c1,,5.65,,,,,
314,C#Cc1cccc(NC(=O)c2cc(OCCCCCCC(=O)NO)ccc2O)c1,,6.05,,,,,
315,C#Cc1cccc(NC(=O)c2cccc(NC(=O)CCCCCC(=O)NO)c2)c1,,5.21,,,,,
316,C#Cc1cccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)c1,,7.21,,,,,
317,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,,6.07,,,4.93,,
318,C#Cc1cccc(Nc2ccnc3cc(OC)c(OC)cc23)c1,,7.72,,,,,
319,C#Cc1cccc(Nc2ccnc3cc(OCCOC)c(OCCOC)cc23)c1,,7.52,,,,,
320,C#Cc1cccc(Nc2nc(C)nc3oc(C)cc23)c1,,7.52,,,,,
321,C#Cc1cccc(Nc2nc(N)nc3[nH]c(CCc4ccccn4)cc23)c1,,4.7,,,,,
322,C#Cc1cccc(Nc2nc(N)nc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,,4.26,,,,,
323,C#Cc1cccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)c1,,8.4,,,,,
324,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,,7.74,,,7.4,,
325,C#Cc1cccc(Nc2ncnc3c2NCc2cc(OC)c(OC)cc2O3)c1,,6.05,,,,,
326,C#Cc1cccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)c1,,7.63,,,,,
327,C#Cc1cccc(Nc2ncnc3cc(OC(C)COC)c4c(c23)OCCO4)c1,,6.32,,,,,
328,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)/C=C/CN(C)C4CC4)cc23)c1,,8.48,,,,,
329,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,,8.57,,,,,
330,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)/C=C/CNC4CC4)cc23)c1,,8.1,,,,,
331,C#Cc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,,7.72,,,,,
332,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCC(=O)NO)cc23)c1,,7.82,,,7.42,,
333,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCC(=O)NO)cc23)c1,,8.34,,,7.42,,
334,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,,8.62,,,7.8,5.49,
335,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,,9.3,,,,,
336,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,,9.31,,,,,
337,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCn4ccnc4[N+](=O)[O-])cc23)c1,,9.25,,,,,
338,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCn4ccnc4[N+](=O)[O-])cc23)c1,,8.97,,,,,
339,C#Cc1cccc(Nc2ncnc3cc(OC)c4c(c23)OCCO4)c1,,7.96,,,,,
340,C#Cc1cccc(Nc2ncnc3cc(OC4CCN(C)CC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,,8.09,,,,,
341,C#Cc1cccc(Nc2ncnc3cc(OC4CCOC4)c4c(c23)OCCO4)c1,,7.78,,,,,
342,C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,,8.22,,,,,
343,C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c4c(c23)OCCO4)c1,,7.24,,,,,
344,C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)/C=C/CN(C)C4CC4)cc23)c1,,8.62,,,,,
345,C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,,8.21,,,,,
346,C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)/C=C/CNC4CC4)cc23)c1,,8.38,,,,,
347,C#Cc1cccc(Nc2ncnc3cc(OCC)c4c(c23)OCCO4)c1,,8.04,,,,,
348,C#Cc1cccc(Nc2ncnc3cc(OCC4CCCO4)c4c(c23)OCCO4)c1,,7.57,,,,,
349,C#Cc1cccc(Nc2ncnc3cc(OCCCCCCC(=O)NO)c(OC)cc23)c1,,8.09,,,7.29,,
350,C#Cc1cccc(Nc2ncnc3cc(OCCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,,9.24,,,,,
351,C#Cc1cccc(Nc2ncnc3cc(OCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,,9.33,,,,,
352,C#Cc1cccc(Nc2ncnc3cc(OCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,,9.59,,,,,
353,C#Cc1cccc(Nc2ncnc3cc(OCCCN4C[C@H](O)[C@@H](O)[C@H](O)[C@H]4CO)c(OC)cc23)c1,,8.31,,,,,
354,C#Cc1cccc(Nc2ncnc3cc(OCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,,9.19,,,,,
355,C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1,,9.0,,,,,
356,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc(CC(C)C)cc4)c(OCCOC)cc23)c1,,8.05,,,,,
357,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc5cc(OC)ccc5c4)c(OCCOC)cc23)c1,,7.14,,,,,
358,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)CC4=C(C)/C(=C\c5ccc([S+](C)[O-])cc5)c5ccc(F)cc54)c(OCCOC)cc23)c1,,7.51,,,,,
359,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)c4ccccc4OC(C)=O)c(OCCOC)cc23)c1,,8.3,,,,,
360,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(NC(=O)/C=C/CN(C)C)cc23)c1,,8.92,,,,,
361,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(NC(=O)C=C)cc23)c1,,8.74,,,,,
362,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c4c(c23)OCCO4)c1,,7.68,,,,,
363,C#Cc1cccc(Nc2ncnc3cc(OCCOCC)c(NC(=O)/C=C/CN(C)C)cc23)c1,,9.11,,,8.44,,
364,C#Cc1cccc(Nc2ncnc3cc(OCCOCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,,9.27,,,,,
365,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,,8.92,,,,,
366,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,,8.28,,,,,
367,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CNC(C)C)cc23)c1,,8.19,,,,,
368,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CNC4CC4)cc23)c1,,8.25,,,,,
369,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)C=C)cc23)c1,,7.49,,,,,
370,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN(C)C)CCO4)c1,,8.52,,,6.6,,
371,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN(CC)CC)CCO4)c1,,8.3,,,6.6,,
372,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCC(C)CC2)CCO4)c1,,8.3,,,6.48,,
373,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCCC2)CCO4)c1,,8.52,,,6.64,,
374,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCCCC2)CCO4)c1,,8.4,,,6.54,,
375,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCCCC2C)CCO4)c1,,8.3,,,6.54,,
376,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCN(C)CC2)CCO4)c1,,7.8,,,5.95,,
377,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCOCC2)CCO4)c1,,7.92,,,6.03,,
378,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(CCCN2CCCCC2)C(=O)CO4)c1,,6.68,,,,,
379,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(CCCN2CCOCC2)C(=O)CO4)c1,,6.86,,,,,
380,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,,8.91,,,,,
381,C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCCC(=O)OCC)c4cc23)c1,,7.24,,,,,
382,C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,,6.42,,,,,
383,C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCOC(=O)CBr)c4cc23)c1,,5.28,,,,,
384,C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCOC)c4cc23)c1,,7.72,,,,,
385,C#Cc1cccc(Nc2ncnc3ccc(-c4ccc(CNCCS(C)(=O)=O)o4)cc23)c1,,7.47,,,,,
386,C#Cc1cccc(Nc2ncnc3ccc(-c4ccc(CO)o4)cc23)c1,,7.8,,,,,
387,C#Cc1cccc(Nc2ncnc3ccc(NC(C)=O)cc23)c1,,8.7,,,,,
388,C#Cc1cccc(Nc2ncnc3ccc(NC(N)=O)cc23)c1,,8.66,,,,,
389,C#Cc1cccc(Nc2ncnc3ccc(OCCCC(=O)NO)cc23)c1,,7.0,,,,,
390,C#Cc1cccc(Nc2ncnc3ccc(OCCCCCC(=O)NO)cc23)c1,,7.0,,,,,
391,C#Cc1cccc(Nc2ncnc3ccc(OCCCCCCC(=O)NO)cc23)c1,,7.0,,,,,
392,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,,7.96,,,6.63,,
393,C#Cc1cccc(Nc2ncnc3ccc(OCCCCOP(N)(=O)N(CCCl)CCCl)cc23)c1,,7.96,,,5.68,,
394,C#Cc1cccc(Nc2ncnc3ccc(OCCCOP(N)(=O)N(CCCl)CCCl)cc23)c1,,8.14,,,6.72,,
395,C#Cc1cccc(Nc2ncnc3ccc(OCc4ccc(C(=O)Nc5ccccc5N)cc4)cc23)c1,,7.11,,,7.18,,
396,C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)NO)c4)cc23)c1,,5.92,,,5.47,,
397,C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)Nc5ccccc5N)c4)cc23)c1,,5.89,,,5.54,,
398,C#Cc1cccc(Nc2ncnc3nc(Nc4ccc(CN5CCOCC5)cc4)sc23)c1,,7.37,,,,,
399,C#Cc1cccc(Nc2ncnc3sc(-c4ccc(CO)cc4OC)cc23)c1,,8.3,,,,,
400,C#Cc1cccc(Nc2ncnc3sc(-c4ccccc4OC)cc23)c1,,7.74,,,,,
401,C#Cc1cccc(Nc2ncnc3sc(Br)cc23)c1,,7.64,,,,,
402,C#Cc1cccc(Nc2ncnc3sc(C(=O)c4cc5ccccc5[nH]4)cc23)c1,,7.73,,,,,
403,C#Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,,8.0,,,8.15,,
404,C#Cc1cccc(Nc2ncnn3ccc(COC[C@@H]4CNCCO4)c23)c1,,6.17,,,7.7,,
405,C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,,7.07,,,5.42,,
406,C#Cc1nn([C@@H]2CCCN(C(=O)C=C)C2)c2ncnc(N)c12,,5.82,,,,,
407,C(=C/c1ccccc1)\C(=N\Nc1nncc2ccccc12)c1ccccc1,,8.25,,,,,
408,C/C(=C\c1c(C)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1)C(=O)NCCN1CCOCC1,,7.55,,,7.09,,
409,C/C(=C\c1ccc(O)c(O)c1)[N+](=O)[O-],,5.05,,,,,
410,C/C(=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)n1)c1ccc(F)cc1,,4.81,,,,,
411,C/C=C(\C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,5.19,,,,,
